filename,width,height,class,xmin,ymin,xmax,ymax
imageSample110.jpg,800,600,Weed,212,306,309,354
imageSample110.jpg,800,600,Weed,45,366,105,462
imageSample110.jpg,800,600,Weed,483,76,526,144
imageSample110.jpg,800,600,Weed,477,10,522,71
imageSample110.jpg,800,600,Weed,541,289,612,337
imageSample110.jpg,800,600,Weed,289,518,354,550
imageSample110.jpg,800,600,Weed,472,518,529,599
imageSample110.jpg,800,600,Weed,726,379,755,408
imageSample110.jpg,800,600,Weed,694,445,724,501
imageSample110.jpg,800,600,Weed,510,372,534,416
imageSample111.jpg,800,600,Weed,277,162,367,213
imageSample111.jpg,800,600,Weed,425,170,526,254
imageSample111.jpg,800,600,Weed,627,173,710,224
imageSample111.jpg,800,600,Weed,605,403,683,455
imageSample111.jpg,800,600,Weed,5,366,44,418
imageSample111.jpg,800,600,Weed,12,165,65,232
imageSample111.jpg,800,600,Weed,694,16,717,54
imageSample111.jpg,800,600,Weed,718,415,743,441
imageSample111.jpg,800,600,Weed,431,509,505,597
imageSample112.jpg,800,600,Weed,379,130,424,169
imageSample112.jpg,800,600,Weed,306,137,324,160
imageSample112.jpg,800,600,Weed,200,131,238,161
imageSample112.jpg,800,600,Weed,660,259,682,293
imageSample112.jpg,800,600,Weed,655,409,679,441
imageSample113.jpg,800,600,Weed,224,85,305,173
imageSample113.jpg,800,600,Weed,352,104,439,156
imageSample113.jpg,800,600,Weed,474,104,535,153
imageSample113.jpg,800,600,Weed,64,75,160,187
imageSample113.jpg,800,600,Weed,681,1,743,66
imageSample113.jpg,800,600,Weed,689,79,722,125
imageSample113.jpg,800,600,Weed,1,384,24,414
imageSample113.jpg,800,600,Weed,3,444,46,545
imageSample113.jpg,800,600,Weed,227,554,258,582
imageSample113.jpg,800,600,Weed,334,563,360,580
imageSample113.jpg,800,600,Weed,409,566,454,589
imageSample113.jpg,800,600,Weed,448,293,492,337
imageSample114.jpg,800,600,Weed,20,130,69,194
imageSample114.jpg,800,600,Weed,48,323,102,364
imageSample114.jpg,800,600,Weed,338,338,392,370
imageSample114.jpg,800,600,Weed,462,293,505,343
imageSample114.jpg,800,600,Weed,467,358,487,378
imageSample114.jpg,800,600,Weed,674,437,738,527
imageSample114.jpg,800,600,Weed,678,538,705,591
imageSample114.jpg,800,600,Weed,206,542,287,597
imageSample114.jpg,800,600,Weed,341,556,430,600
imageSample114.jpg,800,600,Weed,463,562,520,600
imageSample114.jpg,800,600,Weed,29,523,156,600
imageSample115.jpg,800,600,Weed,226,104,320,174
imageSample115.jpg,800,600,Weed,85,118,130,143
imageSample115.jpg,800,600,Weed,573,349,619,387
imageSample115.jpg,800,600,Weed,471,366,501,416
imageSample115.jpg,800,600,Weed,580,129,645,177
imageSample115.jpg,800,600,Weed,693,341,775,416
imageSample115.jpg,800,600,Weed,776,137,800,170
imageSample115.jpg,800,600,Weed,781,349,800,397
imageSample116.jpg,800,600,Weed,319,102,393,153
imageSample116.jpg,800,600,Weed,387,94,449,164
imageSample116.jpg,800,600,Weed,455,222,494,323
imageSample116.jpg,800,600,Weed,477,44,556,156
imageSample116.jpg,800,600,Weed,548,334,625,396
imageSample116.jpg,800,600,Weed,623,314,741,389
imageSample116.jpg,800,600,Weed,732,326,799,428
imageSample116.jpg,800,600,Weed,1,342,41,416
imageSample116.jpg,800,600,Weed,1,63,93,167
imageSample117.jpg,800,600,Weed,348,118,455,234
imageSample117.jpg,800,600,Weed,98,280,196,384
imageSample117.jpg,800,600,Weed,26,329,89,382
imageSample117.jpg,800,600,Weed,179,303,314,418
imageSample117.jpg,800,600,Weed,351,267,440,358
imageSample117.jpg,800,600,Weed,355,473,409,556
imageSample117.jpg,800,600,Weed,372,3,465,56
imageSample117.jpg,800,600,Weed,603,204,657,285
imageSample117.jpg,800,600,Weed,590,323,646,418
imageSample117.jpg,800,600,Weed,588,428,652,484
imageSample117.jpg,800,600,Weed,614,457,672,543
imageSample117.jpg,800,600,Weed,610,141,662,189
imageSample117.jpg,800,600,Weed,620,107,798,280
imageSample118.jpg,800,600,Weed,179,215,234,287
imageSample118.jpg,800,600,Weed,175,330,231,427
imageSample118.jpg,800,600,Weed,179,142,229,197
imageSample118.jpg,800,600,Weed,179,127,334,279
imageSample118.jpg,800,600,Weed,329,94,453,257
imageSample118.jpg,800,600,Weed,171,425,243,553
imageSample118.jpg,800,600,Weed,410,303,543,422
imageSample118.jpg,800,600,Weed,660,342,745,423
imageSample118.jpg,800,600,Weed,487,122,519,163
imageSample118.jpg,800,600,Weed,554,111,595,152
imageSample118.jpg,800,600,Weed,646,124,755,192
imageSample118.jpg,800,600,Weed,407,18,459,132
imageSample12.jpg,800,600,Weed,158,243,191,275
imageSample12.jpg,800,600,Weed,286,66,409,149
imageSample121.jpg,800,600,Weed,29,361,102,415
imageSample121.jpg,800,600,Weed,405,261,439,324
imageSample121.jpg,800,600,Weed,404,400,441,462
imageSample121.jpg,800,600,Weed,188,380,209,403
imageSample121.jpg,800,600,Weed,419,21,456,117
imageSample121.jpg,800,600,Weed,393,570,439,600
imageSample121.jpg,800,600,Weed,150,150,187,178
imageSample122.jpg,800,600,Weed,536,69,598,144
imageSample122.jpg,800,600,Weed,500,107,531,137
imageSample122.jpg,800,600,Weed,336,1,372,50
imageSample122.jpg,800,600,Weed,645,87,708,139
imageSample122.jpg,800,600,Weed,557,4,601,43
imageSample122.jpg,800,600,Weed,318,528,402,597
imageSample122.jpg,800,600,Weed,422,548,535,600
imageSample122.jpg,800,600,Weed,565,529,693,600
imageSample122.jpg,800,600,Weed,761,289,800,370
imageSample122.jpg,800,600,Weed,136,457,163,491
imageSample122.jpg,800,600,Weed,141,557,178,577
imageSample123.jpg,800,600,Weed,156,77,224,149
imageSample123.jpg,800,600,Weed,267,102,341,151
imageSample123.jpg,800,600,Weed,605,109,680,161
imageSample123.jpg,800,600,Weed,634,257,658,281
imageSample123.jpg,800,600,Weed,373,295,451,392
imageSample123.jpg,800,600,Weed,396,388,449,472
imageSample123.jpg,800,600,Weed,114,109,150,141
imageSample123.jpg,800,600,Weed,412,122,438,153
imageSample123.jpg,800,600,Weed,182,9,222,45
imageSample123.jpg,800,600,Weed,159,545,285,600
imageSample123.jpg,800,600,Weed,29,543,138,600
imageSample124.jpg,800,600,Weed,193,135,282,187
imageSample124.jpg,800,600,Weed,428,147,481,205
imageSample124.jpg,800,600,Weed,224,282,251,307
imageSample124.jpg,800,600,Weed,440,329,462,349
imageSample124.jpg,800,600,Weed,425,355,474,418
imageSample124.jpg,800,600,Weed,531,370,577,405
imageSample124.jpg,800,600,Weed,614,383,677,416
imageSample124.jpg,800,600,Weed,423,520,460,573
imageSample124.jpg,800,600,Weed,3,308,34,385
imageSample124.jpg,800,600,Weed,1,397,24,487
imageSample124.jpg,800,600,Weed,13,138,41,165
imageSample124.jpg,800,600,Weed,748,389,799,423
imageSample13.jpg,800,600,Weed,213,100,275,146
imageSample13.jpg,800,600,Weed,203,230,219,250
imageSample13.jpg,800,600,Weed,336,2,456,72
imageSample132.jpg,800,600,Weed,93,324,184,363
imageSample132.jpg,800,600,Weed,408,337,445,378
imageSample132.jpg,800,600,Weed,548,98,601,161
imageSample132.jpg,800,600,Weed,604,102,709,158
imageSample132.jpg,800,600,Weed,1,540,84,592
imageSample132.jpg,800,600,Weed,335,556,384,592
imageSample133.jpg,800,600,Weed,454,117,543,166
imageSample133.jpg,800,600,Weed,253,338,350,410
imageSample133.jpg,800,600,Weed,397,138,419,160
imageSample133.jpg,800,600,Weed,288,137,307,162
imageSample133.jpg,800,600,Weed,194,53,279,142
imageSample133.jpg,800,600,Weed,162,116,270,167
imageSample133.jpg,800,600,Weed,103,320,191,393
imageSample133.jpg,800,600,Weed,177,346,242,402
imageSample133.jpg,800,600,Weed,1,118,41,206
imageSample133.jpg,800,600,Weed,1,302,46,423
imageSample133.jpg,800,600,Weed,1,459,34,567
imageSample133.jpg,800,600,Weed,245,568,354,599
imageSample134.jpg,800,600,Weed,204,221,255,297
imageSample134.jpg,800,600,Weed,201,359,252,416
imageSample134.jpg,800,600,Weed,205,424,243,489
imageSample134.jpg,800,600,Weed,276,527,314,568
imageSample134.jpg,800,600,Weed,312,521,343,560
imageSample134.jpg,800,600,Weed,1,254,32,354
imageSample134.jpg,800,600,Weed,60,78,131,127
imageSample134.jpg,800,600,Weed,416,424,478,514
imageSample134.jpg,800,600,Weed,340,75,409,122
imageSample134.jpg,800,600,Weed,415,71,479,163
imageSample134.jpg,800,600,Weed,598,68,706,115
imageSample134.jpg,800,600,Weed,637,11,719,82
imageSample134.jpg,800,600,Weed,720,88,747,113
imageSample134.jpg,800,600,Weed,429,240,524,395
imageSample134.jpg,800,600,Weed,570,275,647,350
imageSample134.jpg,800,600,Weed,622,292,694,353
imageSample134.jpg,800,600,Weed,689,283,795,361
imageSample134.jpg,800,600,Weed,430,516,483,569
imageSample134.jpg,800,600,Weed,481,508,550,582
imageSample134.jpg,800,600,Weed,543,526,644,582
imageSample134.jpg,800,600,Weed,691,511,800,574
imageSample134.jpg,800,600,Weed,1,513,33,559
imageSample135.jpg,800,600,Weed,173,53,226,130
imageSample135.jpg,800,600,Weed,366,311,426,407
imageSample135.jpg,800,600,Weed,451,120,524,168
imageSample135.jpg,800,600,Weed,593,259,635,350
imageSample135.jpg,800,600,Weed,581,409,634,472
imageSample135.jpg,800,600,Weed,586,477,629,548
imageSample135.jpg,800,600,Weed,726,114,800,172
imageSample135.jpg,800,600,Weed,203,478,287,600
imageSample135.jpg,800,600,Weed,1,320,31,426
imageSample136.jpg,800,600,Weed,429,170,466,220
imageSample136.jpg,800,600,Weed,47,106,151,170
imageSample136.jpg,800,600,Weed,631,156,725,197
imageSample136.jpg,800,600,Weed,658,278,695,332
imageSample136.jpg,800,600,Weed,14,34,44,65
imageSample137.jpg,800,600,Weed,426,183,472,230
imageSample137.jpg,800,600,Weed,417,368,469,440
imageSample137.jpg,800,600,Weed,641,481,697,545
imageSample137.jpg,800,600,Weed,633,545,697,599
imageSample137.jpg,800,600,Weed,419,518,472,600
imageSample138.jpg,800,600,Weed,77,325,327,511
imageSample138.jpg,800,600,Weed,60,348,154,398
imageSample138.jpg,800,600,Weed,634,391,695,490
imageSample138.jpg,800,600,Weed,648,134,695,175
imageSample138.jpg,800,600,Weed,415,2,467,37
imageSample139.jpg,800,600,Weed,192,75,291,175
imageSample139.jpg,800,600,Weed,223,25,276,72
imageSample139.jpg,800,600,Weed,410,251,512,372
imageSample139.jpg,800,600,Weed,385,147,503,252
imageSample139.jpg,800,600,Weed,388,109,492,201
imageSample139.jpg,800,600,Weed,434,14,495,96
imageSample139.jpg,800,600,Weed,696,160,722,180
imageSample14.jpg,800,600,Weed,201,234,220,251
imageSample14.jpg,800,600,Weed,210,100,268,146
imageSample14.jpg,800,600,Weed,342,1,455,78
imageSample140.jpg,800,600,Weed,202,359,268,458
imageSample140.jpg,800,600,Weed,223,469,276,518
imageSample140.jpg,800,600,Weed,207,504,280,598
imageSample140.jpg,800,600,Weed,435,404,497,535
imageSample140.jpg,800,600,Weed,558,354,631,404
imageSample140.jpg,800,600,Weed,629,354,690,411
imageSample140.jpg,800,600,Weed,664,41,716,129
imageSample140.jpg,800,600,Weed,543,141,678,193
imageSample140.jpg,800,600,Weed,229,263,271,319
imageSample140.jpg,800,600,Weed,357,235,467,319
imageSample140.jpg,800,600,Weed,410,270,522,398
imageSample140.jpg,800,600,Weed,407,127,522,261
imageSample140.jpg,800,600,Weed,432,22,501,135
imageSample140.jpg,800,600,Weed,10,126,189,418
imageSample140.jpg,800,600,Weed,6,413,38,446
imageSample141.jpg,800,600,Weed,442,178,523,239
imageSample141.jpg,800,600,Weed,459,254,505,339
imageSample141.jpg,800,600,Weed,567,185,617,236
imageSample141.jpg,800,600,Weed,624,182,671,220
imageSample141.jpg,800,600,Weed,401,406,436,445
imageSample141.jpg,800,600,Weed,342,473,377,518
imageSample141.jpg,800,600,Weed,688,412,753,468
imageSample141.jpg,800,600,Weed,229,4,364,65
imageSample141.jpg,800,600,Weed,593,92,615,139
imageSample142.jpg,800,600,Weed,694,215,741,263
imageSample142.jpg,800,600,Weed,225,544,266,600
imageSample143.jpg,800,600,Weed,446,94,533,221
imageSample143.jpg,800,600,Weed,227,182,269,240
imageSample143.jpg,800,600,Weed,226,51,312,141
imageSample143.jpg,800,600,Weed,691,10,727,66
imageSample144.jpg,800,600,Weed,120,92,276,169
imageSample144.jpg,800,600,Weed,132,325,201,379
imageSample144.jpg,800,600,Weed,712,235,758,277
imageSample144.jpg,800,600,Weed,483,361,527,407
imageSample144.jpg,800,600,Weed,205,546,278,600
imageSample144.jpg,800,600,Weed,453,557,528,600
imageSample144.jpg,800,600,Weed,4,406,60,480
imageSample144.jpg,800,600,Weed,3,474,70,578
imageSample144.jpg,800,600,Weed,33,77,78,130
imageSample144.jpg,800,600,Weed,39,30,82,68
imageSample144.jpg,800,600,Weed,8,1,79,53
imageSample145.jpg,800,600,Weed,358,276,416,337
imageSample145.jpg,800,600,Weed,579,239,651,384
imageSample145.jpg,800,600,Weed,122,339,199,429
imageSample145.jpg,800,600,Weed,187,95,329,205
imageSample145.jpg,800,600,Weed,618,151,745,184
imageSample145.jpg,800,600,Weed,686,68,739,166
imageSample145.jpg,800,600,Weed,1,373,79,447
imageSample145.jpg,800,600,Weed,640,389,730,428
imageSample145.jpg,800,600,Weed,1,3,46,51
imageSample146.jpg,800,600,Weed,462,61,501,153
imageSample146.jpg,800,600,Weed,1,32,59,160
imageSample147.jpg,800,600,Weed,320,490,370,572
imageSample147.jpg,800,600,Weed,8,548,77,596
imageSample147.jpg,800,600,Weed,530,125,569,156
imageSample147.jpg,800,600,Weed,407,1,446,37
imageSample148.jpg,800,600,Weed,158,328,205,387
imageSample148.jpg,800,600,Weed,215,328,289,396
imageSample148.jpg,800,600,Weed,51,466,97,518
imageSample148.jpg,800,600,Weed,51,527,96,589
imageSample148.jpg,800,600,Weed,473,139,604,205
imageSample148.jpg,800,600,Weed,455,357,514,421
imageSample148.jpg,800,600,Weed,689,144,760,253
imageSample148.jpg,800,600,Weed,229,76,326,157
imageSample148.jpg,800,600,Weed,52,70,134,144
imageSample148.jpg,800,600,Weed,161,96,219,154
imageSample148.jpg,800,600,Weed,110,22,184,144
imageSample149.jpg,800,600,Weed,367,223,446,302
imageSample149.jpg,800,600,Weed,377,323,448,399
imageSample149.jpg,800,600,Weed,598,292,680,384
imageSample149.jpg,800,600,Weed,587,394,672,458
imageSample149.jpg,800,600,Weed,669,93,800,240
imageSample15.jpg,800,600,Weed,132,123,202,200
imageSample150.jpg,800,600,Weed,305,92,415,202
imageSample150.jpg,800,600,Weed,221,254,286,337
imageSample150.jpg,800,600,Weed,191,358,289,437
imageSample150.jpg,800,600,Weed,703,350,743,451
imageSample150.jpg,800,600,Weed,513,411,567,446
imageSample150.jpg,800,600,Weed,598,415,661,450
imageSample150.jpg,800,600,Weed,68,546,94,582
imageSample150.jpg,800,600,Weed,586,13,624,101
imageSample150.jpg,800,600,Weed,30,135,115,202
imageSample150.jpg,800,600,Weed,143,156,203,204
imageSample150.jpg,800,600,Weed,120,72,159,163
imageSample150.jpg,800,600,Weed,6,270,42,361
imageSample150.jpg,800,600,Weed,1,373,72,421
imageSample151.jpg,800,600,Weed,315,47,366,164
imageSample151.jpg,800,600,Weed,44,415,91,477
imageSample151.jpg,800,600,Weed,209,159,287,210
imageSample151.jpg,800,600,Weed,578,156,618,211
imageSample151.jpg,800,600,Weed,412,159,526,301
imageSample151.jpg,800,600,Weed,464,400,610,460
imageSample151.jpg,800,600,Weed,603,405,664,456
imageSample151.jpg,800,600,Weed,726,398,800,474
imageSample151.jpg,800,600,Weed,686,237,727,354
imageSample151.jpg,800,600,Weed,279,509,320,563
imageSample151.jpg,800,600,Weed,522,516,560,585
imageSample151.jpg,800,600,Weed,282,393,320,437
imageSample151.jpg,800,600,Weed,163,409,204,439
imageSample152.jpg,800,600,Weed,149,355,222,427
imageSample152.jpg,800,600,Weed,195,360,310,420
imageSample152.jpg,800,600,Weed,422,390,470,441
imageSample152.jpg,800,600,Weed,1,346,82,409
imageSample152.jpg,800,600,Weed,114,194,155,256
imageSample152.jpg,800,600,Weed,12,105,54,159
imageSample152.jpg,800,600,Weed,58,123,103,161
imageSample152.jpg,800,600,Weed,657,141,722,191
imageSample152.jpg,800,600,Weed,653,456,689,496
imageSample152.jpg,800,600,Weed,179,528,217,588
imageSample152.jpg,800,600,Weed,715,378,800,447
imageSample154.jpg,800,600,Weed,164,98,210,144
imageSample154.jpg,800,600,Weed,363,150,415,232
imageSample154.jpg,800,600,Weed,162,335,212,379
imageSample154.jpg,800,600,Weed,124,458,193,519
imageSample154.jpg,800,600,Weed,251,320,324,391
imageSample154.jpg,800,600,Weed,322,315,415,392
imageSample154.jpg,800,600,Weed,601,223,657,320
imageSample154.jpg,800,600,Weed,617,80,644,139
imageSample154.jpg,800,600,Weed,529,4,587,34
imageSample154.jpg,800,600,Weed,603,353,655,415
imageSample154.jpg,800,600,Weed,593,447,659,532
imageSample154.jpg,800,600,Weed,337,573,411,600
imageSample155.jpg,800,600,Weed,2,171,117,234
imageSample155.jpg,800,600,Weed,380,81,422,114
imageSample155.jpg,800,600,Weed,434,210,472,258
imageSample155.jpg,800,600,Weed,394,293,464,337
imageSample155.jpg,800,600,Weed,400,405,457,459
imageSample155.jpg,800,600,Weed,657,172,696,244
imageSample155.jpg,800,600,Weed,653,349,694,434
imageSample155.jpg,800,600,Weed,381,525,447,598
imageSample155.jpg,800,600,Weed,200,3,248,48
imageSample155.jpg,800,600,Weed,732,531,764,581
imageSample155.jpg,800,600,Weed,724,309,765,347
imageSample157.jpg,800,600,Weed,79,80,122,134
imageSample157.jpg,800,600,Weed,73,218,109,257
imageSample157.jpg,800,600,Weed,77,276,113,314
imageSample157.jpg,800,600,Weed,45,545,129,596
imageSample157.jpg,800,600,Weed,508,463,566,594
imageSample157.jpg,800,600,Weed,546,28,587,74
imageSample157.jpg,800,600,Weed,291,77,359,159
imageSample157.jpg,800,600,Weed,319,2,421,52
imageSample157.jpg,800,600,Weed,689,549,789,600
imageSample158.jpg,800,600,Weed,506,55,566,115
imageSample158.jpg,800,600,Weed,245,386,308,474
imageSample158.jpg,800,600,Weed,258,472,305,590
imageSample158.jpg,800,600,Weed,26,315,79,401
imageSample158.jpg,800,600,Weed,48,386,134,436
imageSample158.jpg,800,600,Weed,21,411,77,493
imageSample158.jpg,800,600,Weed,12,497,66,551
imageSample158.jpg,800,600,Weed,55,145,100,191
imageSample158.jpg,800,600,Weed,488,554,534,594
imageSample158.jpg,800,600,Weed,349,63,390,103
imageSample158.jpg,800,600,Weed,278,196,320,272
imageSample158.jpg,800,600,Weed,275,278,389,335
imageSample158.jpg,800,600,Weed,281,116,319,182
imageSample158.jpg,800,600,Weed,293,70,323,108
imageSample158.jpg,800,600,Weed,45,54,91,89
imageSample158.jpg,800,600,Weed,101,161,135,196
imageSample158.jpg,800,600,Weed,749,137,786,174
imageSample159.jpg,800,600,Weed,48,210,91,252
imageSample159.jpg,800,600,Weed,157,458,210,546
imageSample159.jpg,800,600,Weed,260,458,307,501
imageSample159.jpg,800,600,Weed,336,449,410,525
imageSample159.jpg,800,600,Weed,412,459,520,534
imageSample159.jpg,800,600,Weed,263,230,365,311
imageSample159.jpg,800,600,Weed,353,178,420,248
imageSample159.jpg,800,600,Weed,364,242,438,302
imageSample159.jpg,800,600,Weed,638,41,728,96
imageSample159.jpg,800,600,Weed,177,3,270,60
imageSample159.jpg,800,600,Weed,610,524,664,600
imageSample159.jpg,800,600,Weed,676,406,800,568
imageSample159.jpg,800,600,Weed,28,440,91,483
imageSample16.jpg,800,600,Weed,129,136,203,204
imageSample16.jpg,800,600,Weed,467,1,544,25
imageSample160.jpg,800,600,Weed,118,143,168,194
imageSample160.jpg,800,600,Weed,143,9,180,84
imageSample160.jpg,800,600,Weed,176,158,209,196
imageSample160.jpg,800,600,Weed,348,163,385,208
imageSample160.jpg,800,600,Weed,415,168,464,221
imageSample160.jpg,800,600,Weed,376,4,403,104
imageSample160.jpg,800,600,Weed,486,184,548,294
imageSample160.jpg,800,600,Weed,737,207,782,260
imageSample160.jpg,800,600,Weed,734,330,773,425
imageSample160.jpg,800,600,Weed,124,382,211,434
imageSample160.jpg,800,600,Weed,593,422,686,489
imageSample160.jpg,800,600,Weed,682,411,800,487
imageSample160.jpg,800,600,Weed,1,270,112,432
imageSample160.jpg,800,600,Weed,266,365,303,428
imageSample161.jpg,800,600,Weed,182,70,228,115
imageSample161.jpg,800,600,Weed,372,192,429,239
imageSample161.jpg,800,600,Weed,481,71,551,137
imageSample161.jpg,800,600,Weed,28,11,106,118
imageSample161.jpg,800,600,Weed,127,289,176,337
imageSample161.jpg,800,600,Weed,265,311,307,366
imageSample161.jpg,800,600,Weed,365,300,469,363
imageSample161.jpg,800,600,Weed,593,101,648,166
imageSample161.jpg,800,600,Weed,736,99,794,142
imageSample161.jpg,800,600,Weed,736,328,800,374
imageSample161.jpg,800,600,Weed,33,361,66,495
imageSample161.jpg,800,600,Weed,5,503,64,568
imageSample161.jpg,800,600,Weed,82,547,145,599
imageSample161.jpg,800,600,Weed,82,515,199,580
imageSample161.jpg,800,600,Weed,223,503,308,575
imageSample161.jpg,800,600,Weed,286,534,450,596
imageSample161.jpg,800,600,Weed,485,320,521,369
imageSample161.jpg,800,600,Weed,371,128,412,187
imageSample161.jpg,800,600,Weed,13,290,67,342
imageSample161.jpg,800,600,Weed,620,530,786,600
imageSample161.jpg,800,600,Weed,596,178,632,271
imageSample162.jpg,800,600,Weed,389,282,507,361
imageSample162.jpg,800,600,Weed,427,504,497,570
imageSample162.jpg,800,600,Weed,35,281,108,341
imageSample162.jpg,800,600,Weed,206,60,291,115
imageSample162.jpg,800,600,Weed,480,54,599,121
imageSample162.jpg,800,600,Weed,517,166,548,193
imageSample162.jpg,800,600,Weed,624,29,703,118
imageSample162.jpg,800,600,Weed,51,63,119,134
imageSample162.jpg,800,600,Weed,750,284,796,344
imageSample162.jpg,800,600,Weed,115,521,169,571
imageSample162.jpg,800,600,Weed,543,537,589,593
imageSample162.jpg,800,600,Weed,695,523,751,568
